Src IP,Dst IP,Total Flow Duration,Total Forward Packets,Average Flow Duration,Average Forward Packets,Std Dev Flow Duration,Std Dev Forward Packets
192.168.20.15,18.193.22.4,202382,17,202382.0,17.0,0.0,0.0
52.46.133.115,192.168.20.43,1145,1,1145.0,1.0,0.0,0.0
192.168.20.43,52.46.136.110,392760,13,392760.0,13.0,0.0,0.0
44.227.96.221,192.168.20.43,431,8,431.0,8.0,0.0,0.0
172.217.18.202,192.168.20.42,2471,1,2471.0,1.0,0.0,0.0
192.168.20.43,209.54.181.79,589976,33,589976.0,33.0,0.0,0.0
192.168.20.43,52.119.196.28,1209941,36,1209941.0,36.0,0.0,0.0
192.168.20.15,3.122.18.69,405216545,3062,2.026082725E8,1531.0,1.4365646755E9,1393.0
52.94.225.206,192.168.20.43,5354,5,5354.0,5.0,0.0,0.0
192.168.20.42,142.250.179.112,436151133,285,4.36151133E8,285.0,0.0,0.0
192.168.20.43,52.46.129.152,484920,22,484920.0,22.0,0.0,0.0
192.168.20.43,34.231.63.97,96471983,37,9.6471983E7,37.0,0.0,0.0
192.168.20.48,52.16.104.93,-199277584,2293,-1.99277584E8,2293.0,0.0,0.0
18.164.55.40,192.168.20.43,59966658,4,5.9966658E7,4.0,0.0,0.0
192.168.20.42,224.0.0.251,-791188648,7146,1.751889324E9,3573.0,2.7299003E8,3268.0
192.168.20.43,52.6.28.164,1099437853,140,5.497189265E8,70.0,4.407781795E8,56.0
192.168.20.42,224.0.0.250,472033207,1419,2.360166035E8,709.5,1.5642456965E9,649.5
192.168.20.45,66.102.1.109,10097017,3,1.0097017E7,3.0,0.0,0.0
192.168.20.45,66.102.1.108,30307188,11,3.0307188E7,11.0,0.0,0.0
52.46.145.205,192.168.20.43,1338,3,1338.0,3.0,0.0,0.0
192.168.20.43,224.0.0.251,-736278107,498,-3.681390535E8,249.0,7.338109555E8,230.0
192.168.20.48,54.166.21.152,6507065,391,6507065.0,391.0,0.0,0.0
192.168.20.48,18.134.222.161,579842,104,579842.0,104.0,0.0,0.0
192.168.20.48,44.193.236.65,15107752,956,1.5107752E7,956.0,0.0,0.0
199.232.58.248,192.168.20.42,306,6,306.0,6.0,0.0,0.0
192.168.20.48,44.199.138.71,2511830,144,2511830.0,144.0,0.0,0.0
192.168.20.43,54.239.31.104,71081603,26,7.1081603E7,26.0,0.0,0.0
173.194.76.206,192.168.20.19,590,2,590.0,2.0,0.0,0.0
18.140.188.91,192.168.20.48,6498,3,6498.0,3.0,0.0,0.0
192.168.20.48,54.249.26.192,4044166,67,4044166.0,67.0,0.0,0.0
192.168.20.43,52.119.196.31,483793,11,483793.0,11.0,0.0,0.0
142.250.179.112,192.168.20.42,4974,3,4974.0,3.0,0.0,0.0
192.168.20.43,3.93.8.74,96556878,39,9.6556878E7,39.0,0.0,0.0
54.239.19.122,192.168.20.48,1614,3,1614.0,3.0,0.0,0.0
18.156.17.11,192.168.20.48,10340,4,10340.0,4.0,0.0,0.0
192.168.20.43,54.208.97.34,985483004,126,9.85483004E8,126.0,0.0,0.0
192.168.20.48,52.46.128.39,366135,14,366135.0,14.0,0.0,0.0
192.168.20.43,3.91.171.130,609262,20,609262.0,20.0,0.0,0.0
192.168.20.43,52.46.149.29,101599753,41,1.01599753E8,41.0,0.0,0.0
52.46.155.120,192.168.20.43,1169,1,1169.0,1.0,0.0,0.0
54.203.166.245,192.168.20.48,3694,3,3694.0,3.0,0.0,0.0
34.210.228.239,192.168.20.43,1601,1,1601.0,1.0,0.0,0.0
192.168.20.48,34.214.111.43,3297043,87,3297043.0,87.0,0.0,0.0
192.168.20.48,52.94.242.236,471182,14,471182.0,14.0,0.0,0.0
192.168.20.43,176.32.98.79,635344,17,635344.0,17.0,0.0,0.0
192.168.20.43,54.227.225.219,96961064,40,9.6961064E7,40.0,0.0,0.0
52.76.51.147,192.168.20.48,24796,7,12398.0,3.5,11352.0,2.5
192.168.20.43,52.222.193.55,-1395363125,1604,-6.976815625E8,802.0,6.977581185E8,794.0
192.168.20.43,52.203.151.208,76748,1,76748.0,1.0,0.0,0.0
192.168.20.43,52.95.123.112,196195137,38,1.96195137E8,38.0,0.0,0.0
192.168.20.48,224.0.0.251,713687728,138,7.13687728E8,138.0,0.0,0.0
192.168.20.43,52.214.227.89,156307593,2716,1.56307593E8,2716.0,0.0,0.0
216.58.214.163,192.168.20.42,26063,2,26063.0,2.0,0.0,0.0
192.168.20.1,192.168.20.40,3794,6,3794.0,6.0,0.0,0.0
18.167.1.113,192.168.20.48,27825,4,13912.5,2.0,11237.5,0.0
192.168.20.48,3.76.1.196,280465,52,140232.5,26.0,50476.5,9.0
108.137.181.26,192.168.20.48,76575,7,38287.5,3.5,37073.5,2.5
192.168.20.43,3.222.37.41,668587367,84,6.68587367E8,84.0,0.0,0.0
192.168.20.43,3.91.171.246,586696,20,586696.0,20.0,0.0,0.0
192.168.20.43,3.91.171.243,1307621,40,1307621.0,40.0,0.0,0.0
15.222.185.72,192.168.20.48,30047,2,30047.0,2.0,0.0,0.0
192.168.20.43,3.91.171.249,599900,20,599900.0,20.0,0.0,0.0
192.168.20.48,34.252.33.62,501944,68,501944.0,68.0,0.0,0.0
35.164.36.47,192.168.20.48,3635,3,3635.0,3.0,0.0,0.0
192.168.20.43,3.214.58.173,76856,1,76856.0,1.0,0.0,0.0
192.168.20.43,52.46.136.68,526119,28,526119.0,28.0,0.0,0.0
192.168.20.48,54.239.27.116,743692,28,743692.0,28.0,0.0,0.0
52.16.104.93,192.168.20.48,7834,27,7834.0,27.0,0.0,0.0
192.168.20.43,52.95.125.12,175452576,40,1.75452576E8,40.0,0.0,0.0
192.168.20.43,52.46.131.184,112676624,22,5.6338312E7,11.0,5.590143E7,0.0
192.168.20.48,3.28.94.159,1045776,34,1045776.0,34.0,0.0,0.0
192.168.20.48,18.102.88.160,1208036,151,1208036.0,151.0,0.0,0.0
192.168.20.43,44.226.67.213,34611055,74,3.4611055E7,74.0,0.0,0.0
192.168.20.42,142.250.179.106,205732286,87,2.05732286E8,87.0,0.0,0.0
52.222.193.55,192.168.20.48,30829,37,30829.0,37.0,0.0,0.0
192.168.20.43,184.73.130.219,27534191,131,1.37670955E7,65.5,1.37666645E7,63.5
192.168.20.43,3.227.184.44,988732257,126,9.88732257E8,126.0,0.0,0.0
54.193.16.2,192.168.20.48,23794,6,11897.0,3.0,10765.0,2.0
192.168.20.48,35.178.33.97,464303,86,464303.0,86.0,0.0,0.0
54.215.58.112,192.168.20.48,19514,4,19514.0,4.0,0.0,0.0
192.168.20.48,54.239.19.122,359645,11,359645.0,11.0,0.0,0.0
192.168.20.48,34.226.24.249,76763,1,76763.0,1.0,0.0,0.0
52.222.193.55,192.168.20.43,-156389054,207,-7.8194527E7,103.5,1.38167547E8,101.5
52.222.175.220,192.168.20.43,2707,2,2707.0,2.0,0.0,0.0
18.164.55.96,192.168.20.43,1130,1,1130.0,1.0,0.0,0.0
52.16.104.93,192.168.20.43,19978,6,19978.0,6.0,0.0,0.0
192.168.20.48,52.202.2.34,6937060,429,6937060.0,429.0,0.0,0.0
192.168.20.48,3.105.75.37,5692343,87,5692343.0,87.0,0.0,0.0
142.250.201.174,192.168.20.42,1556,1,1556.0,1.0,0.0,0.0
192.168.20.43,52.119.198.186,477821,11,477821.0,11.0,0.0,0.0
52.95.124.103,192.168.20.43,5612,1,5612.0,1.0,0.0,0.0
192.168.20.48,104.199.65.124,-148172636,17997,-7.4086318E7,8998.5,8.05095011E8,8242.5
192.168.20.48,15.222.185.72,850918,35,850918.0,35.0,0.0,0.0
192.168.20.43,52.95.124.103,2641747,25,2641747.0,25.0,0.0,0.0
3.71.131.162,192.168.20.48,2727,1,2727.0,1.0,0.0,0.0
108.136.92.85,192.168.20.48,8401,7,8401.0,7.0,0.0,0.0
192.168.20.42,35.188.42.15,110557559,14,1.10557559E8,14.0,0.0,0.0
192.168.20.12,18.195.249.137,604853,40,604853.0,40.0,0.0,0.0
192.168.20.43,8.8.8.8,9345554,1069,4672777.0,534.5,4274726.0,492.5
192.168.20.1,224.0.0.251,11869697,24,1.1869697E7,24.0,0.0,0.0
192.168.20.20,224.0.0.251,1836891,48,918445.5,24.0,825514.5,22.0
192.168.20.48,52.46.131.209,826328,28,826328.0,28.0,0.0,0.0
192.168.20.43,3.91.171.228,546212,20,546212.0,20.0,0.0,0.0
3.1.115.53,192.168.20.48,44633,5,44633.0,5.0,0.0,0.0
142.250.179.67,192.168.20.42,2094,3,2094.0,3.0,0.0,0.0
192.168.20.43,3.88.94.137,1104854943,140,1.104854943E9,140.0,0.0,0.0
192.168.20.42,34.104.35.123,411053178,9721,4.11053178E8,9721.0,0.0,0.0
192.168.20.43,52.54.152.190,96713276,44,9.6713276E7,44.0,0.0,0.0
192.168.20.48,34.237.111.59,6750168,422,6750168.0,422.0,0.0,0.0
192.168.20.43,52.222.145.55,725751896,371,3.62875948E8,185.5,3.02658242E8,160.5
142.250.75.238,192.168.20.42,9730,24,9730.0,24.0,0.0,0.0
192.168.20.43,54.159.111.180,8753982,42,8753982.0,42.0,0.0,0.0
192.168.20.43,34.224.178.62,96365047,42,9.6365047E7,42.0,0.0,0.0
192.168.20.19,54.78.125.193,366199917,996,1.830999585E8,498.0,1.686750095E8,461.0
142.250.178.142,192.168.20.42,10246,1,10246.0,1.0,0.0,0.0
192.168.20.20,34.254.122.144,-1990866351,608,-1.990866351E9,608.0,0.0,0.0
192.168.20.43,52.0.129.193,1112085568,140,1.112085568E9,140.0,0.0,0.0
34.214.111.43,192.168.20.48,17549,5,17549.0,5.0,0.0,0.0
192.168.20.48,54.243.58.104,3496111,210,3496111.0,210.0,0.0,0.0
192.168.20.43,54.92.128.108,96751325,51,9.6751325E7,51.0,0.0,0.0
100.21.0.103,192.168.20.43,272,6,272.0,6.0,0.0,0.0
192.168.20.43,52.46.145.112,392895,12,392895.0,12.0,0.0,0.0
52.222.149.24,192.168.20.48,1060,1,1060.0,1.0,0.0,0.0
52.46.137.248,192.168.20.43,3120,3,3120.0,3.0,0.0,0.0
192.168.20.43,54.187.92.102,91920506,144,9.1920506E7,144.0,0.0,0.0
192.168.20.43,52.94.231.222,584518,18,584518.0,18.0,0.0,0.0
54.249.26.192,192.168.20.48,5034,4,5034.0,4.0,0.0,0.0
192.168.20.43,209.54.181.98,94961291,20,9.4961291E7,20.0,0.0,0.0
192.168.20.15,255.255.255.255,1486335296,28399,-1.404316E9,14199.5,6.49359899E8,12989.5
34.237.111.59,192.168.20.48,66892,15,66892.0,15.0,0.0,0.0
192.168.20.43,34.210.228.239,27797228,92,2.7797228E7,92.0,0.0,0.0
192.168.20.48,18.155.129.33,319580,68,319580.0,68.0,0.0,0.0
52.94.225.56,192.168.20.43,1782,3,1782.0,3.0,0.0,0.0
192.168.20.12,255.255.255.255,100989984,17040,5.0494992E7,8520.0,8.50405272E8,7791.0
34.192.154.181,192.168.20.43,82192,2,82192.0,2.0,0.0,0.0
52.214.227.89,192.168.20.43,-286888367,712,-1.434441835E8,356.0,9.700898425E8,116.0
44.199.52.214,192.168.20.48,88073,19,88073.0,19.0,0.0,0.0
99.80.0.240,192.168.20.20,89959276,3,8.9959276E7,3.0,0.0,0.0
192.168.20.43,52.46.145.205,354358,11,354358.0,11.0,0.0,0.0
3.212.205.83,192.168.20.43,80076,2,80076.0,2.0,0.0,0.0
192.168.20.10,35.195.102.202,-170562597,40473,-8.52812985E7,20236.5,8.381330665E8,19766.5
192.168.20.48,34.239.12.200,77913,1,77913.0,1.0,0.0,0.0
192.168.20.48,52.78.15.113,2133650,32,2133650.0,32.0,0.0,0.0
192.168.20.19,8.8.4.4,3704774,991,1852387.0,495.5,1690145.0,451.5
52.214.227.89,192.168.20.48,118270,15,118270.0,15.0,0.0,0.0
18.163.70.120,192.168.20.48,9728,8,4864.0,4.0,2103.0,2.0
192.168.20.48,72.21.207.143,848619,28,848619.0,28.0,0.0,0.0
52.20.206.121,192.168.20.48,42602,12,21301.0,6.0,20139.0,5.0
192.168.20.43,75.101.192.252,1203799462,154,1.203799462E9,154.0,0.0,0.0
192.168.20.48,52.76.51.147,5769057,119,2884528.5,59.5,2068145.5,42.5
192.168.20.48,3.214.192.174,389337,12,389337.0,12.0,0.0,0.0
44.199.138.71,192.168.20.48,8046,6,8046.0,6.0,0.0,0.0
192.168.20.19,54.217.52.155,-1303363273,4597,-6.516816365E8,2298.5,1.1920052615E9,2137.5
192.168.20.43,44.197.43.221,20078085,183,1.00390425E7,91.5,6298768.5,75.5
8.6.0.1,8.0.6.4,1746793680,42072,-1.274086808E9,21036.0,4.86281876E8,19254.0
192.168.20.48,3.1.115.53,4176824,89,4176824.0,89.0,0.0,0.0
43.205.35.127,192.168.20.48,3471,3,3471.0,3.0,0.0,0.0
192.168.20.43,34.238.107.215,547145681,70,5.47145681E8,70.0,0.0,0.0
192.168.20.48,35.171.216.243,729940,34,729940.0,34.0,0.0,0.0
192.168.20.19,173.194.76.206,-14491077,2932,-7245538.5,1466.0,1.4729968185E9,1338.0
52.79.118.208,192.168.20.48,2669,2,1334.5,1.0,30.5,0.0
192.168.20.48,3.227.83.236,1568824,90,1568824.0,90.0,0.0,0.0
192.168.20.42,142.250.179.74,118526449,148,1.18526449E8,148.0,0.0,0.0
52.78.15.113,192.168.20.48,2591,2,2591.0,2.0,0.0,0.0
13.37.191.91,192.168.20.48,4631,3,4631.0,3.0,0.0,0.0
52.222.149.14,192.168.20.43,6270,1,6270.0,1.0,0.0,0.0
192.168.20.42,199.232.58.248,272826053,91,2.72826053E8,91.0,0.0,0.0
192.168.20.43,3.212.205.83,220495807,1793,2.20495807E8,1793.0,0.0,0.0
192.168.20.48,3.140.228.75,1621918,69,1621918.0,69.0,0.0,0.0
192.168.20.48,44.207.137.197,763631,34,763631.0,34.0,0.0,0.0
192.168.20.43,52.46.128.39,102382164,10,1.02382164E8,10.0,0.0,0.0
34.239.216.180,192.168.20.43,2458,5,2458.0,5.0,0.0,0.0
192.168.20.19,216.239.35.4,113400,20,56700.0,10.0,50937.0,9.0
192.168.20.42,142.250.179.67,195241368,45,1.95241368E8,45.0,0.0,0.0
54.166.21.152,192.168.20.48,53866,15,53866.0,15.0,0.0,0.0
192.168.20.43,52.119.198.2,443612,11,443612.0,11.0,0.0,0.0
192.168.20.43,209.54.183.243,391433,13,391433.0,13.0,0.0,0.0
192.168.20.19,216.239.35.8,111575,20,55787.5,10.0,50304.5,9.0
192.168.20.48,157.241.5.46,1109590,51,1109590.0,51.0,0.0,0.0
192.168.20.48,209.54.177.117,385109,14,385109.0,14.0,0.0,0.0
142.250.179.106,192.168.20.42,4485,2,4485.0,2.0,0.0,0.0
52.95.125.12,192.168.20.43,3840,1,3840.0,1.0,0.0,0.0
192.168.20.48,255.255.255.255,4969,33,4969.0,33.0,0.0,0.0
192.168.20.19,216.239.35.0,112633,20,56316.5,10.0,50753.5,9.0
192.168.20.48,35.183.173.98,2025734,85,2025734.0,85.0,0.0,0.0
192.168.20.18,52.30.162.139,9513023,870,4756511.5,435.0,4372287.5,399.0
192.168.20.42,255.255.255.255,1531266062,2835,7.65633031E8,1417.5,1.279934115E9,1296.5
192.168.20.48,52.46.133.19,2399365,78,2399365.0,78.0,0.0,0.0
192.168.20.43,172.217.18.206,41829527,7,4.1829527E7,7.0,0.0,0.0
52.94.225.227,192.168.20.43,19835,2,19835.0,2.0,0.0,0.0
192.168.20.19,54.77.51.148,3064267,365,1532133.5,182.5,1327681.5,162.5
18.164.55.110,192.168.20.43,18441,6,18441.0,6.0,0.0,0.0
192.168.20.42,142.250.179.99,410651997,200,4.10651997E8,200.0,0.0,0.0
192.168.20.48,54.238.156.226,3139056,51,3139056.0,51.0,0.0,0.0
52.84.174.45,192.168.20.43,6017,1,6017.0,1.0,0.0,0.0
192.168.20.19,224.0.0.251,21753665,1504,1.08768325E7,752.0,1.8476715285E9,690.0
52.46.136.68,192.168.20.43,4611,3,4611.0,3.0,0.0,0.0
192.168.20.43,52.94.225.56,503783,30,503783.0,30.0,0.0,0.0
192.168.20.48,44.199.52.214,8552926,516,8552926.0,516.0,0.0,0.0
192.168.20.48,35.155.9.57,631527,16,631527.0,16.0,0.0,0.0
192.168.20.43,52.1.172.87,28575839,169,2.8575839E7,169.0,0.0,0.0
192.168.20.48,209.54.178.166,381442,15,381442.0,15.0,0.0,0.0
209.54.183.243,192.168.20.43,1639,3,1639.0,3.0,0.0,0.0
52.95.123.112,192.168.20.43,14749,1,14749.0,1.0,0.0,0.0
192.168.20.43,52.206.107.93,669920360,84,6.6992036E8,84.0,0.0,0.0
3.227.83.236,192.168.20.48,5970,4,5970.0,4.0,0.0,0.0
192.168.20.43,52.27.163.92,134832395,466,1.34832395E8,466.0,0.0,0.0
192.168.20.42,142.250.178.138,112241570,373,1.1224157E8,373.0,0.0,0.0
192.168.20.42,151.101.194.217,429593940,31,4.2959394E8,31.0,0.0,0.0
216.58.214.170,192.168.20.42,1659,3,1659.0,3.0,0.0,0.0
192.168.20.43,18.164.55.96,16794106,12,1.6794106E7,12.0,0.0,0.0
54.164.163.115,192.168.20.48,5836,4,5836.0,4.0,0.0,0.0
192.168.20.43,35.167.225.196,117324982,279,5.8662491E7,139.5,4.9996898E7,120.5
192.168.20.48,18.216.180.71,1643259,70,1643259.0,70.0,0.0,0.0
192.168.20.43,3.208.140.212,49777202,291,4.9777202E7,291.0,0.0,0.0
192.168.20.45,162.159.200.123,19443,2,19443.0,2.0,0.0,0.0
192.168.20.43,52.222.175.220,69795401,3401,6.9795401E7,3401.0,0.0,0.0
192.168.20.48,209.54.181.4,1189806,42,1189806.0,42.0,0.0,0.0
18.164.55.101,192.168.20.43,11218,4,5609.0,2.0,925.0,1.0
43.205.185.100,192.168.20.48,22724,4,22724.0,4.0,0.0,0.0
192.168.20.43,178.236.7.140,129703176,35,1.29703176E8,35.0,0.0,0.0
192.168.20.42,142.250.178.142,216534190,160,2.1653419E8,160.0,0.0,0.0
192.168.20.43,3.237.107.58,541491,20,541491.0,20.0,0.0,0.0
192.168.20.43,44.207.110.97,1272768883,168,6.363844415E8,84.0,5.709322255E8,74.0
108.137.188.162,192.168.20.48,9175,4,9175.0,4.0,0.0,0.0
192.168.20.19,54.74.123.186,362418143,996,1.812090715E8,498.0,1.598983865E8,440.0
192.168.20.48,18.163.70.120,8521965,137,4260982.5,68.5,2108497.5,34.5
192.168.20.43,3.229.228.181,1539296444,196,7.69648222E8,98.0,6.58809583E8,84.0
192.168.20.45,142.251.5.108,20162797,6,2.0162797E7,6.0,0.0,0.0
192.168.20.48,18.140.188.91,2492503,53,2492503.0,53.0,0.0,0.0
192.168.20.43,8.8.4.4,37385,1,37385.0,1.0,0.0,0.0
192.168.20.48,16.16.59.238,555286,52,555286.0,52.0,0.0,0.0
192.168.20.19,120.25.115.20,4237402,16,2118701.0,8.0,1854078.0,7.0
13.54.168.82,192.168.20.48,93316,3,93316.0,3.0,0.0,0.0
192.168.20.43,52.46.155.120,43304494,58,4.3304494E7,58.0,0.0,0.0
192.168.20.43,52.46.133.103,161340434,32,1.61340434E8,32.0,0.0,0.0
192.168.20.48,44.198.224.47,14220197,893,1.4220197E7,893.0,0.0,0.0
192.168.20.43,52.46.149.57,863259,21,863259.0,21.0,0.0,0.0
192.168.20.43,3.220.6.227,894567708,112,4.47283854E8,56.0,3.21708469E8,42.0
209.54.179.232,192.168.20.48,28948,2,28948.0,2.0,0.0,0.0
13.245.125.189,192.168.20.48,41772,9,41772.0,9.0,0.0,0.0
192.168.20.42,224.0.0.22,51278632,7,5.1278632E7,7.0,0.0,0.0
192.168.20.48,34.195.175.66,6322581,364,6322581.0,364.0,0.0,0.0
192.168.20.48,52.46.155.112,1143392,42,571696.0,21.0,190368.0,7.0
192.168.20.43,35.164.182.2,52699712,117,5.2699712E7,117.0,0.0,0.0
192.168.20.18,129.6.15.28,224539501,121,1.122697505E8,60.5,1.031759045E8,55.5
192.168.20.48,18.167.1.113,4116772,72,2058386.0,36.0,32635.0,0.0
192.168.20.43,34.236.178.92,97141124,47,9.7141124E7,47.0,0.0,0.0
192.168.20.42,192.168.20.1,357533047,2725,1.787665235E8,1362.5,1.6857668815E9,1246.5
192.168.20.43,52.6.20.84,97395431,42,9.7395431E7,42.0,0.0,0.0
34.250.50.152,192.168.20.48,18929,8,18929.0,8.0,0.0,0.0
192.168.20.43,3.92.103.73,97108887,52,9.7108887E7,52.0,0.0,0.0
192.168.20.43,192.168.20.1,3403748,1420,1701874.0,710.0,1513512.0,650.0
15.188.36.183,192.168.20.48,18033,7,18033.0,7.0,0.0,0.0
52.94.217.61,192.168.20.43,1727,1,1727.0,1.0,0.0,0.0
192.168.20.43,34.232.93.236,52984381,386,2.64921905E7,193.0,2.27139115E7,178.0
192.168.20.48,35.173.74.42,357188,17,357188.0,17.0,0.0,0.0
192.168.20.45,239.255.255.250,-67072411,19868,-3.35362055E7,9934.0,1.4410198775E9,9074.0
192.168.20.48,239.255.255.250,71884203,105,7.1884203E7,105.0,0.0,0.0
192.168.20.42,239.255.255.251,168960583,1408,8.44802915E7,704.0,1.7157605695E9,644.0
192.168.20.48,54.207.10.176,4266871,86,4266871.0,86.0,0.0,0.0
192.168.20.19,224.0.0.22,381903733,1416,1.909518665E8,708.0,1.763716655E8,648.0
192.168.20.19,34.117.13.189,-2011949855,3841,-1.0059749275E9,1920.5,4.482142705E8,1758.5
192.168.20.43,44.207.206.245,436835695,56,4.36835695E8,56.0,0.0,0.0
142.250.178.138,192.168.20.42,1955,6,1955.0,6.0,0.0,0.0
3.76.1.196,192.168.20.48,3586,3,1793.0,1.5,742.0,0.5
192.168.20.43,3.215.30.85,660463771,84,6.60463771E8,84.0,0.0,0.0
192.168.20.43,54.224.213.223,-321476256,1872,-1.60738128E8,936.0,1.982454544E9,856.0
192.168.20.43,52.46.133.115,12397077,18,1.2397077E7,18.0,0.0,0.0
192.168.20.48,54.242.128.35,5116391,286,5116391.0,286.0,0.0,0.0
18.216.180.71,192.168.20.48,5498,4,5498.0,4.0,0.0,0.0
192.168.20.48,18.155.126.209,34394782,1611,1.7197391E7,805.5,1.5590846E7,733.5
192.168.20.19,54.171.25.87,309101301,837,1.545506505E8,418.5,1.263188635E8,336.5
192.168.20.43,44.193.176.218,989161147,126,9.89161147E8,126.0,0.0,0.0
15.236.150.135,192.168.20.48,10883,3,10883.0,3.0,0.0,0.0
13.246.0.149,192.168.20.48,13292,5,6646.0,2.5,5375.0,1.5
192.168.20.19,108.128.53.179,-1515505239,4562,-7.577526195E8,2281.0,1.3000576895E9,2119.0
192.168.20.43,3.237.53.195,38537038,230,3.8537038E7,230.0,0.0,0.0
52.222.149.17,192.168.20.43,1603,1,1603.0,1.0,0.0,0.0
192.168.20.45,52.84.177.10,1756824,50,1756824.0,50.0,0.0,0.0
44.198.224.47,192.168.20.48,123296,31,123296.0,31.0,0.0,0.0
192.168.20.42,216.239.35.12,328511,27,164255.5,13.5,139928.5,11.5
192.168.20.43,54.239.35.210,128208774,40,1.28208774E8,40.0,0.0,0.0
192.168.20.43,54.239.35.211,122725493,55,1.22725493E8,55.0,0.0,0.0
192.168.20.48,23.22.232.191,711512,34,711512.0,34.0,0.0,0.0
216.58.213.74,192.168.20.42,150,3,150.0,3.0,0.0,0.0
192.168.20.43,54.70.5.180,201848708,231,1.00924354E8,115.5,9.2251862E7,96.5
192.168.20.43,3.85.252.224,1543841205,196,1.543841205E9,196.0,0.0,0.0
13.246.174.39,192.168.20.48,7028,4,3514.0,2.0,1992.0,1.0
192.168.20.48,209.54.178.134,378370,13,378370.0,13.0,0.0,0.0
192.168.20.48,13.246.0.149,3218882,85,1609441.0,42.5,965878.0,24.5
192.168.20.42,173.194.76.101,321921,41,321921.0,41.0,0.0,0.0
192.168.20.20,54.194.135.95,889088,11,889088.0,11.0,0.0,0.0
192.168.20.43,52.95.126.126,179426583,67,8.97132915E7,33.5,2.45507065E7,19.5
192.168.20.48,15.184.245.166,1473145,71,1473145.0,71.0,0.0,0.0
52.46.129.152,192.168.20.43,1348,3,1348.0,3.0,0.0,0.0
192.168.20.48,16.163.233.23,4174371,69,4174371.0,69.0,0.0,0.0
192.168.20.43,52.84.174.15,154006,6,154006.0,6.0,0.0,0.0
